Date,Open,High,Low,Close,Volume,Market Cap
Aug-29-2022,0.13670445047807825,0.14032683295014692,0.1324751610091016,0.1343089081318252,2239328.719026549,90131708.56263024
Aug-28-2022,0.13095994041907116,0.1369798761648287,0.13038162953877264,0.13670445047807825,3873611.5708154505,88029961.34086636
Aug-27-2022,0.13763779528730524,0.14127642532070017,0.13111301796324318,0.13123594486661083,2530271.94126506,89895937.88526051
Aug-26-2022,0.13676102048453495,0.139961399749602,0.13606798776021406,0.13771299304333243,2935701.990927419,90889175.12559307
Aug-25-2022,0.1515301801429537,0.1520012445767615,0.13616542805222406,0.13616542805222406,2865732.8021694217,95052959.06955944
Aug-24-2022,0.15041606802903046,0.1541479238327901,0.15041606802903046,0.15158457934679825,2350790.25,100266374.73632574
Aug-23-2022,0.15668313930505945,0.15677197398312143,0.15036314379403748,0.15036314379403748,1987330.1724683545,101199376.70091356
Aug-22-2022,0.15323044066944147,0.15696230956854207,0.14986544277667338,0.1565756991637696,2151785.4770833333,101375094.16456404
Aug-21-2022,0.1582113273401039,0.1582113273401039,0.14828229566768808,0.15322714068970056,2322412.6549586775,99994690.63774987
Aug-20-2022,0.14870183632740458,0.15887504409859707,0.14868503872479752,0.15853769760046252,2487186.4136546184,100306741.72402987
Aug-19-2022,0.14704867531747412,0.1554684266445567,0.1452652002640646,0.14870183632740458,3080065.617219917,99242947.19185333
Aug-18-2022,0.16734204302160377,0.16734204302160377,0.1460912414719894,0.14675281837942872,2938792.4586864407,101515301.97884437
Aug-17-2022,0.17255020991724124,0.17554190862328817,0.16734204302160377,0.16734204302160377,2834620.569318182,113766545.87160417
Aug-16-2022,0.17588072363129212,0.1815018526188761,0.17255020991724124,0.17255020991724124,3132986.6266519823,116593900.03295292
Aug-15-2022,0.17696617252277563,0.17977432531107476,0.17335757712327046,0.17564605584237852,3290826.7521459227,115866392.02206694
Aug-14-2022,0.1844613361633846,0.1889553425004329,0.17480532451482325,0.1771463886350045,3451605.7836134452,119767827.98931815
Aug-13-2022,0.1903934105624194,0.1929805837290905,0.1825414325197897,0.1844613361633846,2698582.6021276596,123718877.0601767
Aug-12-2022,0.1934484666067433,0.19361471934936736,0.18869672842729532,0.189996959545788,2923155.431330472,125752090.51405813
Aug-11-2022,0.1897617964929863,0.1934484666067433,0.1858256965917058,0.1934484666067433,3829801.8820564514,124471768.83209507
Aug-10-2022,0.19024205739702085,0.1974691821915202,0.18896220097938216,0.1897617964929863,4089238.8347280333,125992704.53525606
Aug-09-2022,0.18527236552596063,0.19239105563840067,0.1815493346157168,0.18984265150928512,3425578.4769874476,122562941.23785467
Aug-08-2022,0.19292922699561396,0.19752944298473077,0.18477404597533345,0.1851224045022941,3979204.0707964604,124891340.69019395
Aug-07-2022,0.18745321639893564,0.19475140731146096,0.1863380938223232,0.1923654795905636,3918781.5574468086,124912850.46900667
Aug-06-2022,0.1854148736771674,0.1903262928958264,0.18259749573930917,0.18763114191927407,3266436.0208333335,121439434.96055788
Aug-05-2022,0.18881002779652245,0.19207777145637445,0.18541436185080476,0.1854148736771674,3869239.1738095237,123489160.6890949
Aug-04-2022,0.18377173824031068,0.19272754360632263,0.18272697380826308,0.18795995268157684,4629092.97107438,122779277.78008227
Aug-03-2022,0.1860312369376783,0.19084727438445023,0.1799995725917981,0.1841671524330161,6738603.943277311,120729989.44509295
Aug-02-2022,0.17882266744522476,0.1921105938975152,0.17676971594027724,0.1838783629654954,6068056.872983871,119884568.80815916
Aug-01-2022,0.1823000149793576,0.18586014667009157,0.17080599877469022,0.17882266744522476,6446659.151923077,115743443.54719262
Jul-31-2022,0.17035271715096503,0.18301924245792325,0.1690884065577804,0.1821571820057153,4432793.932098766,112702633.45981042
Jul-30-2022,0.17634891459095808,0.18126495104015175,0.1697395490545307,0.17035271715096503,4544726.948888889,115107554.631111
Jul-29-2022,0.1803083833812417,0.1863477511331808,0.1758475349118674,0.17590570863873736,5047310.842885376,118221034.15158027
Jul-28-2022,0.17215167495804817,0.1836419261752659,0.17154888555490982,0.1803083833812417,6699547.128,115898972.4637892
Jul-27-2022,0.16766961093238802,0.17764103830908723,0.16438806574763673,0.17202829317071572,6101340.898406374,110709822.72287701
Jul-26-2022,0.15018617046772867,0.16782784569252968,0.14852817173793584,0.16766961093238802,3677901.907442748,101739316.96900935
Jul-25-2022,0.15307346209861633,0.15414902856143026,0.14472011803610496,0.1497924134200208,3046764.017068273,97662192.87870795
Jul-24-2022,0.172943771042465,0.172943771042465,0.15307346209861633,0.15307346209861633,2853972.836956522,106862057.39344226
Jul-23-2022,0.17049182439703986,0.17475993858959743,0.16979849374402137,0.1734354120029991,3129978.580677291,112095169.34714434
Jul-22-2022,0.17004148593235122,0.1739798541756376,0.1645195731988,0.17049182439703986,4687486.390425532,110428086.23371784
Jul-21-2022,0.17758845675253804,0.18513132470688004,0.1679190920906486,0.17004148593235122,4542293.424686193,116044120.20945325
Jul-20-2022,0.1738744064301077,0.17787034927607057,0.1665012013949449,0.17758845675253804,5524652.848178138,112134966.6452625
Jul-19-2022,0.17701806084128824,0.1882126991359465,0.1720129419365934,0.1738744064301077,6194810.962598425,117677893.9320846
Jul-18-2022,0.17782618902961442,0.18364164621506784,0.17334221768272745,0.17666427084734676,6388205.320158103,115160649.3766922
Jul-17-2022,0.16042648587750952,0.17765244186589058,0.16011839328567468,0.1770841139801023,5515710.465384616,110975352.20692195
Jul-16-2022,0.1678525325116186,0.17250140159571423,0.16042648587750952,0.16042648587750952,8072362.801687764,108328625.13791575
Jul-15-2022,0.16074392704976484,0.18269645197708323,0.15840989088351132,0.16784085035015966,9652159.098039215,109830159.0508741
Jul-14-2022,0.15469979472620604,0.16413855212716594,0.1531142908866791,0.16074392704976484,4064661.4372469634,103386478.63402332
Jul-13-2022,0.1544869583375628,0.15651126118817302,0.14813983825507054,0.1544536692371734,5867536.44017094,99181621.15924086
Jul-12-2022,0.14489331024361762,0.155711760195825,0.13990903353084838,0.1549578027774991,4097166.0904471544,96635158.35732658
Jul-11-2022,0.15077532137258406,0.15239837218304936,0.14499456789794896,0.14518462527095183,3374846.802742616,97133224.21873549
Jul-10-2022,0.15873965415058888,0.16008472110993782,0.15007302491301372,0.15077532137258406,4110809.0940082646,101019755.12759437
Jul-09-2022,0.16933093414685368,0.17246104682453883,0.15618615218202497,0.15873965415058888,6877583.280590718,105869447.63009535
Jul-08-2022,0.1633149634183336,0.1744484304966303,0.16274569701747676,0.16933093414685368,14522105.908745248,109034830.35226384
Jul-07-2022,0.15189879263583517,0.16906457537641484,0.14503190852180342,0.16642155701529054,7039677.852,99981106.22696725
Jul-06-2022,0.14866930884505825,0.15447266711113833,0.14628584634906772,0.15189879263583517,12642019.700404858,97825679.9182149
Jul-05-2022,0.13930942506669214,0.16022617516373933,0.13797551083209506,0.1488348574680986,3983287.984504132,92456929.23124358
Jul-04-2022,0.14467140107843326,0.14535884765285495,0.13616565276851694,0.13930942506669214,3957058.025316456,91349876.38325135
Jul-03-2022,0.1373215515356103,0.14508260068035653,0.13465464763110746,0.14467140107843326,6582297.413580247,91657651.27525759
Jul-02-2022,0.13243418478480307,0.14240851460865497,0.12997274349833318,0.13736510763785015,3341339.9450431033,86624855.55980869
Jul-01-2022,0.13293767149896474,0.13418268510495435,0.12997978189246057,0.13254574181971718,2807105.4680365296,86001017.20215626
Jun-30-2022,0.13678584047243522,0.1397066489738788,0.13163205788099516,0.13352579475873338,3779886.234177215,87536391.80350511
Jun-29-2022,0.1386544222552387,0.139229072602169,0.1285131063480427,0.13508515813610147,4204743.924796748,87054694.40842071
Jun-28-2022,0.14477596469714124,0.14803665233821056,0.1382689918736257,0.13858748900996806,6605981.495780591,92123376.93960711
Jun-27-2022,0.14129285180027878,0.1573474575312871,0.1373554784332886,0.14485202461945965,5798011.257028112,94751299.99152993
Jun-26-2022,0.14418202376589673,0.15014058626069665,0.1402279986638888,0.1413266711710653,7060128.425403226,94729879.94494751
Jun-25-2022,0.15532695206337,0.15941088247218305,0.14437717557929547,0.14437717557929547,9366953.74015748,99689089.02017808
Jun-24-2022,0.152890194677144,0.1607974771266437,0.14847045123758384,0.15492993828568308,12918085.543307086,99726645.04285108
Jun-23-2022,0.14702869309601402,0.17137399190295077,0.14559348176477538,0.15363733693680776,17789085.55978261,102283540.43728212
Jun-22-2022,0.1302813414078718,0.14907788246506165,0.12974271118207045,0.14794866346542557,5286238.798892989,88596210.68173303
Jun-21-2022,0.1346293387377902,0.13669018934111518,0.12951530240804562,0.1302813414078718,5681902.127413128,86369624.27393019
Jun-20-2022,0.1313490559072344,0.14155927714931893,0.1291026780252482,0.1346293387377902,5924045.537656904,88124348.40666045
Jun-19-2022,0.13261288241576277,0.1369177372217025,0.12720608718089318,0.13166985030173842,5798222.704545454,85457784.84538358
Jun-18-2022,0.12426308074962368,0.13245520131359123,0.1202900964735239,0.1320373045021258,6224753.437007874,81893465.73730199
Jun-17-2022,0.13265871534548315,0.1346445831049083,0.11657179108483896,0.12426308074962368,5570923.214559387,81580366.42690706
Jun-16-2022,0.12608681203909317,0.13710925564079707,0.1254160182865514,0.13254288287958566,5940419.6,85803313.54918987
Jun-15-2022,0.14432357280645572,0.1449740545972765,0.1240813138896555,0.12571414753927695,8256883.1996337,86242932.04906265
Jun-14-2022,0.13996925077655722,0.14512031239552092,0.12131702759746196,0.14359108859184463,8383071.546594982,86077681.38162443
Jun-13-2022,0.1484241826983162,0.1506485135952069,0.13239332987023958,0.1403361879008526,10413045.291366907,91526505.11320291
Jun-12-2022,0.16246925671759577,0.16246925671759577,0.1293605919303163,0.14765436592111492,9600505.954225352,94307061.85095282
Jun-11-2022,0.1863266119700964,0.1870570478756694,0.16168337012867556,0.16379041176235842,7383089.52962963,112735117.99148837
Jun-10-2022,0.21347075241164268,0.21819766788875908,0.1825431970305769,0.1863266119700964,7263311.55511811,129685778.36511499
Jun-09-2022,0.2438609454459256,0.2438609454459256,0.21068899562727755,0.21289685320311635,9374778.062015504,145375619.99666938
Jun-08-2022,0.23656243901985932,0.2555065266725594,0.235244380360278,0.24437177047434783,8515719.094696969,159380293.49697447
Jun-07-2022,0.23194758549040695,0.24401710676735708,0.2296719705285173,0.2370071896203145,7355868.994360902,154609301.29161903
Jun-06-2022,0.2371892907286364,0.23736521692051743,0.2230135680141355,0.23299300453895624,7879479.7,148678356.13991156
Jun-05-2022,0.2350510138292429,0.24752114984045392,0.23025570513094,0.2371892907286364,11564778.862068966,154961536.98663443
Jun-04-2022,0.21554311719326835,0.24518525683997175,0.21064699647592888,0.2310602730696451,5109432.436594203,142916177.14617252
Jun-03-2022,0.22089153563330305,0.2218136561676869,0.2098204563686456,0.2148486412313272,4910689.738764045,139586690.67689174
Jun-02-2022,0.23259498816233584,0.23259498816233584,0.20937851726811887,0.221531056937032,16381568.007633587,141971074.00031707
Jun-01-2022,0.1997006828262001,0.24406388280256347,0.1956949010762297,0.23295627097052785,16727172.25729927,141625287.64337018
May-31-2022,0.20745962857934616,0.21050650814485067,0.19523066608449835,0.2001520179093353,5725184.94534413,131473170.03101982
May-30-2022,0.20526505746197604,0.2096479938415109,0.1989668600828679,0.2082277959220545,5991973.805860806,132168180.65196575
May-29-2022,0.19317974566980484,0.20640078257406455,0.19168010276634176,0.205501092367788,5724517.560606061,127985077.56985116
