Date,Open,High,Low,Close,Volume,Market Cap
Aug-29-2022,0.1058020229189788,0.1066186363738094,0.10080136388217342,0.10223816107797044,168508499.2334495,2632476534.2891765
Aug-28-2022,0.10245567133249855,0.10576697844265973,0.10125214905725256,0.10576697844265973,176063264.7247387,2609541212.2804947
Aug-27-2022,0.10545288877291133,0.10636850648400802,0.10293065498749564,0.10293065498749564,143888517.94444445,2664927760.2405834
Aug-26-2022,0.10375343561714666,0.10553700332535484,0.10279319850335784,0.10553700332535484,190840405.7222222,2644393573.7615504
Aug-25-2022,0.11023703291002844,0.11356660022563655,0.10278402268198727,0.10354554194982672,168059010.7222222,2748505266.3237324
Aug-24-2022,0.10948182695389232,0.11089053423096376,0.10915351260579852,0.11022268583343572,151464845.6111111,2782489913.63166
Aug-23-2022,0.11089188555876052,0.11105603027966256,0.10849354708297232,0.1094438624382385,153741937,2769976679.4404993
Aug-22-2022,0.10955854982418216,0.11116056329473728,0.10745292960237043,0.1109240072134096,156570581.94444445,2769664855.3274274
Aug-21-2022,0.11115519136824434,0.11115519136824434,0.10660997688526738,0.10961995411226426,141093324.2777778,2745407901.5035887
Aug-20-2022,0.10906803906197245,0.11214170559296514,0.10809185510162736,0.11122186383808888,145313716.44444445,2781693329.547135
Aug-19-2022,0.1081250904112197,0.11039287680869976,0.1075512390803678,0.1092965285271946,174057637.63066202,2761171656.1544294
Aug-18-2022,0.1158873098440609,0.11615966473169607,0.1073495844276716,0.10794832040765533,171581067.05555555,2785145229.177886
Aug-17-2022,0.12128760163365387,0.12161876597512164,0.11594363381054888,0.11603465917832584,131984008.47222222,3042903108.4894643
Aug-16-2022,0.12187415771949912,0.1274693915134943,0.11971071821090044,0.12100813145958564,151996986.53658536,3110615765.4221597
Aug-15-2022,0.12353236829951658,0.1242620775173724,0.12133160818246348,0.1221667935118459,133526814.1111111,3092673358.605008
Aug-14-2022,0.12558815164231843,0.12875316154275068,0.12218231117990962,0.12360938458239304,126240426.66666667,3143912166.7979646
Aug-13-2022,0.12705962707301074,0.12935123784097607,0.125013843409451,0.1259094630815019,107009623.75,3213094531.9672456
Aug-12-2022,0.12656287444511702,0.12856059052857788,0.12608341916982507,0.12675396894335103,113258361.5,3208592946.9505033
Aug-11-2022,0.12522909374830404,0.12668381384802332,0.12361346228704168,0.1265952343399717,127037838.08333333,3162088410.8981814
Aug-10-2022,0.12575610489461167,0.12741909237765342,0.1246622262969266,0.12517949615665427,140312269.41666666,3178555164.1596828
Aug-09-2022,0.12198070022495028,0.1258876500162723,0.11951411935502206,0.12568910699987526,193577625.55555555,3099413446.4009895
Aug-08-2022,0.13009353270042737,0.13016955778186645,0.12121279230072016,0.1221762413394366,378183747.1041667,3154045324.169569
Aug-07-2022,0.12359924627282272,0.13736717606459622,0.12344633264560988,0.1301098120483256,277771209.6111111,3266951518.4291277
Aug-06-2022,0.12164216783289192,0.12470306791625747,0.12022243519370156,0.12339070696161113,181732760.2222222,3094421109.057153
Aug-05-2022,0.1182669102687248,0.12276995456218716,0.11816608733618272,0.12158440800592336,166174707.3888889,3030737370.4040427
Aug-04-2022,0.11386905609805031,0.11816062430846395,0.11386905609805031,0.11789353132053156,169264148.2777778,2931431584.9867043
Aug-03-2022,0.11416189354348534,0.1163290935322458,0.11291998174747328,0.11399169176070138,164247697.7777778,2885340877.872641
Aug-02-2022,0.11547111431161967,0.11725301458509438,0.11343973632478344,0.11405692658628984,183012872.3066202,2914506901.190786
Aug-01-2022,0.11837766001857472,0.1194893565274751,0.11363628735491368,0.11541103791919184,214120871.66666666,2913873622.0491714
Jul-31-2022,0.11772446741590226,0.12023150594620376,0.11693252463645512,0.11857516310803289,221389463.2777778,2983448159.429806
